0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	5000	0	0	0	0	0	0	0	1	0	0
1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1000	0	0	1	0	0	0	0	0	0	0
0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	545	1	0	1	0	1	0	0	0	0	0
0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	1	0	0
0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	5000	1	0	0	1	0	0	0	1	1	0
0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1000	0	0	0	0	0	0	0	0	1	0
1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	5000	0	1	1	1	0	0	0	0	1	0
1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1000	0	0	0	0	1	0	0	0	0	0
1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3000	1	0	1	1	0	0	1	0	0	0
0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	3000	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	545	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	5000	0	0	0	1	1	0	0	0	1	0
0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	3000	0	0	0	0	0	0	0	1	0	0
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	5000	0	0	1	0	0	0	0	0	0	0
0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	100	1	1	1	1	1	1	1	1	1	0
0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	5000	1	1	1	1	1	1	0	1	0	0
0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	3000	1	1	0	1	0	0	1	0	0	0
0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	3000	1	1	0	0	0	1	0	0	0	0
1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1000	0	0	0	0	0	0	0	1	0	0
1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1000	1	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	0	1000	0	0	1	0	1	0	0	1	0	0
1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1000	1	1	1	1	1	1	1	1	1	1
0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	3000	1	0	0	1	0	0	1	0	0	0
1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	3000	1	1	1	1	0	0	0	1	0	0
0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1000	1	0	0	1	0	0	0	0	1	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1000	1	0	0	1	0	0	0	0	0	0
1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	1	0	0	0	0
0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	5000	1	0	0	0	0	0	1	0	0	0
1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	5000	1	1	1	0	0	0	0	1	0	0
0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	3000	0	1	0	0	0	1	0	1	0	0
0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	3000	1	0	0	0	0	0	0	1	0	0
0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	5000	0	0	0	1	0	0	0	0	0	1
1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1000	1	1	0	0	0	0	1	1	0	0
1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	3000	1	0	0	0	1	0	0	1	0	1
0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	3000	0	0	1	0	1	0	0	0	1	0
0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	5000	1	0	0	1	1	0	1	1	1	0
1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	5000	1	0	0	1	0	0	1	1	0	0
0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	3000	1	0	0	0	1	0	0	1	0	0
1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	3000	1	0	1	0	0	0	0	1	0	0
1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1000	1	0	1	1	0	1	1	1	0	0
1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1000	0	0	0	0	1	0	0	0	1	1
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	1	0	0
1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	545	0	0	0	1	0	0	0	1	0	0
1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1000	0	1	1	0	0	1	1	0	0	0
1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	5000	1	0	1	1	0	0	0	0	0	0
0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	5000	1	0	0	1	0	0	0	0	0	0
0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	5000	1	1	1	0	0	1	1	0	0	0
1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	3000	0	1	0	1	0	0	0	1	0	0
1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1000	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	5000	0	0	0	1	0	0	0	0	0	0
1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	5000	1	1	1	1	1	1	1	1	1	1
1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	5000	1	1	1	0	1	1	1	0	0	0
1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5000	0	0	1	1	0	0	1	0	0	0
1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	1	1	0	0	0	0	0	0
0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	3000	1	0	1	1	0	0	1	1	0	0
1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	5000	1	0	1	1	1	0	0	0	0	0
0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	1	0	0	0	1	0	0
1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1000	1	0	0	1	1	0	0	0	0	0
0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	5000	1	0	1	1	1	0	0	1	0	0
0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	5000	0	1	1	0	1	1	1	0	1	0
1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	3000	1	0	0	0	1	0	1	1	0	0
1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5000	1	1	1	1	0	1	1	0	0	0
0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3000	0	0	0	1	0	0	0	1	0	0
0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	5000	0	0	0	1	0	0	0	0	0	0
1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	5000	1	1	1	1	0	0	1	1	0	0
0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	5000	0	0	1	0	0	0	1	0	0	0
1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	3000	0	0	0	0	0	0	0	0	0	0
1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1000	0	0	0	1	0	0	0	0	0	0
1	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	3000	0	0	0	1	1	0	1	0	0	0
1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1000	1	1	0	0	0	1	0	0	0	0
0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	5000	1	1	1	1	0	0	0	0	0	1
1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1000	1	0	0	1	0	0	0	1	1	0
1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	5000	1	0	0	0	1	0	0	1	0	0
0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1000	0	0	1	0	1	0	0	1	0	0
1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	0	545	1	1	0	1	1	0	1	1	0	0
0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1000	1	0	1	1	0	1	0	0	1	0
1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	5000	0	1	0	1	0	0	1	0	0	0
1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1000	0	0	0	0	1	0	0	1	0	0
1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3000	0	1	0	0	0	1	1	0	0	0
1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	5000	0	1	0	1	0	1	1	0	1	0
1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	3000	1	0	1	1	0	0	1	1	0	0
1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	3000	0	0	0	0	0	0	0	1	0	0
1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3000	1	0	0	0	0	0	0	1	0	0
0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	3000	1	0	0	1	0	0	0	0	1	0
1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	3000	0	1	0	1	0	0	0	0	0	0
1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	3000	1	0	1	1	1	1	1	0	1	0
0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	5000	0	0	1	1	0	0	0	0	1	0
1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	3000	0	0	0	0	1	0	0	1	0	0
0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3000	1	1	0	1	1	0	1	0	1	0
1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	3000	1	0	0	1	0	0	0	1	0	0
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1000	0	0	1	1	0	0	0	0	0	0
